1.400000000,1
2.380000000,2
3.360000000,3
4.320000000,4
5.280000000,5
6.260000000,6
7.200000000,7
8.120000000,8
9.120000000,9
10.080000000,10
11.120000000,11
12.100000000,12
13.100000000,13
14.100000000,14
15.080000000,15
16.020000000,16
17.020000000,17
18.000000000,18
18.940000000,19
19.920000000,20
20.900000000,21
21.880000000,22
22.820000000,23
23.760000000,24
24.740000000,25
25.740000000,26
26.831020408,27
27.800000000,28
28.780000000,29
29.756734694,30
30.740000000,31
31.720000000,32
32.740000000,33
33.720000000,34
34.700000000,35
35.640000000,36
36.606258503,37
37.580000000,38
38.720000000,39
39.700000000,40
40.681360544,41
41.700000000,42
42.720000000,43
43.660000000,44
44.680000000,45
45.660000000,46
46.720000000,47
47.745306122,48
48.780000000,49
49.780000000,50
50.771882086,51
51.740589569,52
52.720000000,53
53.740000000,54
54.820000000,55
55.869387755,56
56.960000000,57
57.974421769,58
58.940000000,59
59.846530612,60
60.840000000,61
61.820000000,62
62.840000000,63
63.860000000,64
64.880000000,65
65.860000000,66
66.840000000,67
67.800000000,68
68.780000000,69
69.780000000,70
70.760000000,71
71.700000000,72
72.720000000,73
73.780000000,74
74.900000000,75
75.880000000,76
76.860000000,77
77.860000000,78
78.860000000,79
79.820000000,80
80.840000000,81
81.800000000,82
82.780000000,83
83.720000000,84
84.740000000,85
85.720000000,86
86.800000000,87
87.800000000,88
88.820000000,89
89.808979592,90
90.817959184,91
91.846530612,92
92.900000000,93
93.952653061,94
94.928979592,95
95.969523810,96
96.909206349,97
97.820000000,98
98.850612245,99
99.780000000,100
100.783673469,101
101.808979592,102
102.736326531,103
103.751836735,104
104.914285714,105
105.850340136,106
106.910476190,107
107.834920635,108
108.876190476,109
109.998730159,110
110.958730159,111
111.954285714,112
112.881269841,113
114.249795918,114
115.420000000,115
116.420000000,116
117.360000000,117
118.380000000,118
119.380000000,119
120.320000000,120
121.260000000,121
122.240000000,122
123.240000000,123
124.280000000,124
125.280000000,125
126.280000000,126
127.280000000,127
128.280000000,128
129.220000000,129